ID - Ahrens,SHA stream code,Ahrens Sub-Area,0,River,Revised based on Region input 2013 - Runtiming,Stock assessment,Assessment details,Ron 2013 - productivity,Ron's comments 2013,Watershed Map Code - AHRENS,WSC from SHA,New WSC from SHA,WB_ID from SHA,Stream Order,MPM Comments 2013,Wild Stock Trend,Wild Stock Status,Classification 2005,Classification status 2013,Recent Escapements 1,Smolt Capacity 2,Anandromous Length (km),Bank Full Width (m),Bank Full Depth (m),Bank Full Discharge (m3/s),Mean River Gradient (%),Watershed Area (km2),Mean Watershed Elevation (m),Proportion Wetland,Proportion Alpine,Productivity,Productivity Type,Habitat Comments,Habitat Restoration To Date,Special Habitat Protection Requirements,Steelhead Objectives and Strategies,Notes,Angling Regulations,
106,201,Lower Fraser River,2,Lillooet River,Winter,,,,,119,119-0000-000-000-000-000-000-000-000-000-000-000,119-000000-00000-00000-0000-0000-000-000-000-000-000-000,22610,6,,,Extreme Conservation Concern,Wild,wild,,63665,181.8155,110.3456,3.22914,1220.452,10,6024.53,1409.159,0.00114,0.29015,,,,,,,,,
51,202,Lower Fraser River,2,Little Campbell River (S. Surrey),Winter,,,,,900000500,900-0005-000-000-000-000-000-000-000-000-000-000,900-000500-00000-00000-0000-0000-000-000-000-000-000-000,,4,,Seriously declined from 1980s,Extreme Conservation Concern,Augmented,augmented,50-100,1173,27.50879,14.90024,1.01154,48.55488,2,76.12,61.60391,0.00203,0,Very  high,Enriched,"Very high productivity, biomass 350g/unit - potential limited by size of watershed and lack of large woody debris and extent of boulder reaches for parr habitat, Summer flows are inadequate and well below 20% of mean annual discharge - natural summer 7-day mean low flow is 4% of MAD and domestic irrigation and industry water demand is 70% of MAD resulting in some sections going dry in the summer months. Highly urbanized (rural development) system. Intensive agricultural activities - reported fish kills, low dissolved oxygen levels. Significant habitat disruption of the riparian zone.",,"Improve summer low flows by establishing and enforcing a minimum flow and water quality provision as part of an integrated habitat and fisheries management plan that is locally developed and supported. 
Requires much more effective habitat protection of riparian zone.",Explore feasibility of making this a steelhead index stream by reviewing current downstream smolt counts for wild production and improving estimates of spawners and catch downstream of fence. (This will require much improved habitat conditions to support higher levels of wild stocks to be feasible.),A watershed protection plan needs to be developed and supported at  the local level with technical backup and enforcement from fisheries agencies. Community hatchery is very active on system - works with provincial Abbotsford facility on augmentation.,"Marked steelhead retention  - wild catch and release, time and area closures",
107,203,South Coast,2,Little Toba River,Winter,,,,,90034930024400,900-3493-244-000-000-000-000-000-000-000-000-000,900-349300-24400-00000-0000-0000-000-000-000-000-000-000,267083,3,,,Extreme Conservation Concern,Wild,wild,,3292,14.36753,34.57617,1.54662,157.9261,15,307.47,1335,0,0.33203,,,,,,,,,
,204,,2,Lois River,,,,,,,900-2770-000-000-000-000-000-000-000-000-000-000,900-277000-00000-00000-0000-0000-000-000-000-000-000-000,266362,,,,,,,,,,,,,,,,,,,,,,,,,,
45,205,South Coast,2,Lynn Creek (N. Vancouver),Winter,,,,,900066900,900-0669-000-000-000-000-000-000-000-000-000-000,900-066900-00000-00000-0000-0000-000-000-000-000-000-000,264012,4,,Declined to very low level,Extreme Conservation Concern,Wild,wild,,910,4.9993,14.78175,1.00778,48.05484,16,56.76,596.4422,0,0.04369,Low-Moderate,Enriched,"Lower reaches heavily urbanized, landfill site adjacent.Boulder cascade habitat, low nutrients, high runoff. Few large woody debris and very low summer base flows limit potential. Biomass 150g/unit.",,Protect against urban encroachment,"Determine wild stock levels and timings. 
Initiate steelhead recovery and develop a new management plan with public consultation.
Determine feasibility of Low Flow Augmentation 
If stock levels are very low, could consider hatchery introduction and reclassification if a suitable donor stock is available to diversify angler effort away from Seymour",Published report available from UBC Research - investigation by Hume and Parkinson early 1980s.,Steelhead catch & release and bait ban,
110,,South Coast,2,Mackenzie River,Winter,,,,,900712900,,,,4,,,Extreme Conservation Concern,Wild,wild,,830,5.62994,14.60347,1.0021,47.30585,16,46.21,467.797,0,0.01363,,,,,,,,,
43,207,South Coast,2,Mamquam River,Winter,,,,,90009760005100,900-0976-051-000-000-000-000-000-000-000-000-000,900-097600-05100-00000-0000-0000-000-000-000-000-000-000,264432,5,,Fluctuating (Highly variable),Extreme Conservation Concern,Wild,wild,50-100,5023,5.83694,42.30037,1.733,216.6288,12,376.94,1109.844,0,0.12935,Low,Natural,"High logging impacts, urbanization and flood control impacts - river over-widened with loss of riparian zone, minimum flows may be inadequate in some years.  Hydroelectric facility just below anadromous barrier with a second facility proposed that may cause unrealized impacts relating to loss of gravel and woody debris and reduction in canyon productivity.",DFO side channel.,"Negotiate appropriate flow regime through a Water Use Plan with hydro producers
Improve compliance with good forestry practices 
Minimize urban and flood control impacts","Recover and maintain wild stocks in Routine Management Zone capable of supporting a catch and release fishery with 400 rod-days 
Reduce pre-spawning mortality through angling regulation in holding and spawning areas 
Improve compliance with fishing regulations
Investigate potential for further stream restoration 
See Squamish Plan for further overall watershed objectives",A portion of the steelhead run in the Mamquam arrives after river visibility conditions have deteriorated making overall counts from swim surveys difficult. Nevertheless swim surveys should serve as a useful index of abundance for management. It would be desirable if they were verified through another independent means such as telemetry surveys.,"Steelhead catch and release, bait ban (Regulation change introduced in 2002 closing Mamquam upstream from Mashiter Creek April 15 - June 30",
117,206,South Coast,2,Mcnab Creek,Winter,,,,,900106300,900-1063-000-000-000-000-000-000-000-000-000-000,900-106300-00000-00000-0000-0000-000-000-000-000-000-000,265217,4,,,Extreme Conservation Concern,Wild,wild,,1194,5.05006,17.23975,1.08369,58.79589,16,68.75,737.0787,0,0.0752,,,,,,,,,
,254,,2,McNair Creek,,,,,,,900-1097-000-000-000-000-000-000-000-000-000-000,900-109700-00000-00000-0000-0000-000-000-000-000-000-000,265291,,,,,,,,,,,,,,,,,,,,,,,,,,
67,211,Fraser River Canyon,3,Nahatlatch River,Summer,,,,,100170100,100-1701-000-000-000-000-000-000-000-000-000-000,100-170100-00000-00000-0000-0000-000-000-000-000-000-000,2702,5,,Not Known,Low abundance - Conservation Concern-Extreme Conservation Concern,Wild,wild,242,9948,49.51212,53.41715,1.99175,318.8562,13,1213.24,1405.584,0.00029,0.25078,Low,Natural,"A series of waterfalls and rapids located approximately 32.25 km upstream of the confluence with the Fraser River  form a total barrier to migration of anadromous fish in the Nahatlatch River, although it has been suggested that most steelhead probably spawn below Frances Lake.  Few juvenile rainbow trout were observed at a number of sites above Frances Lake .   Alkalinity 15 mg/L.",,,Objective: Stock conservation.  Strategy: Exploitation rate management in cooperation with DFO.  Objective: To provide a catch and release fishing opportunity in Nahatlatch River. Strategy: an abundance based approach to open/close catch and release fishing according to Albion test fishery escapement predictions and management reference points for interior indicator stock (Thompson).,"Concern with steelhead interception in commercial fisheries and First Nations fisheries in Johnstone, Juan de Fuca Strait and Fraser River.",Wild steelhead catch and release,
,212,,2,Nathan Creek,Winter,,,,,100043700,100-0437-000-000-000-000-000-000-000-000-000-000,100-043700-00000-00000-0000-0000-000-000-000-000-000-000,1008,,,,,,,,,,,,,,,,,,,,,,,,,,
50,213,Lower Fraser River,2,Nicomekl River (Surrey),Winter,,,,,900004300,900-0043-000-000-000-000-000-000-000-000-000-000,900-004300-00000-00000-0000-0000-000-000-000-000-000-000,263302,4,,Declined to Low levels,Extreme Conservation Concern,Augmented,wild,,1837,34.67466,20.14277,1.16854,72.49121,1,136.15,42.57885,0.00164,0,High,Enriched,"Agricultural and flood control concerns on lower reaches, urbanized - subject to fish kills, strong community interest in rehabilitation",,,"Establish current populations of steelhead, develop conservation objectives and design appropriate recovery measures for each system involving local community groups as much as practicable.","According to the local Fisheries and Oceans Community Advisor, they have seen some recent gains in steelhead abundance, possibly as a result of improved salmon returns.","Steelhead catch & release, time and area closures",
,210,,2,Norris Creek,,,,,,,110-1492-000-000-000-000-000-000-000-000-000-000,110-149200-00000-00000-0000-0000-000-000-000-000-000-000,22175,,,,,,,,,,,,,,,,,,,,,,,,,,
58,215,Lower Fraser River,2,Norrish (Suicide Creek),Winter,,,,,100064000,100-0640-000-000-000-000-000-000-000-000-000-000,100-064000-00000-00000-0000-0000-000-000-000-000-000-000,1485,4,,Unknown - likely declined to a low level,Extreme Conservation Concern,Wild,wild,,3555,23.6402,26.7701,1.34893,108.0121,10,120.55,747.0686,0,0.00929,Low,Natural,"Habitat protection has been extremely difficult. Gravel accumulation and bed stability problematic. Chronic problems with an inadequate opening at the CPR bridge crossing. Major water supply for Fraser valley - August water demand is 26% of MAD - low flows have caused fish kills in the past as portions of creek bed go dry. Slide and turbidity problems present, placer mining in area of creek.",Limited work done to mitigate flood control activities,Negotiate with the CPR for a comprehensive gravel- and bridge-flow-through rehabilitation and management plan.,"Examine regulatory options with respect to angling activity in the watershed and sloughs downstream to give increased protection to steelhead adults and parr.
Investigate enrichment feasibility downstream of water intake.",The railway bridge needs to be lengthened to provide for less constriction of the flood plain and to reduce the need for annual gravel removal. F&O has negotiated increased summer low flow releases from Dickson Lake reservoir. Still receives modest angling pressure.,"Wild steelhead catch and release, time closures",
,216,,2,North Alouette River,,,,,,,100-0267-060-064-000-000-000-000-000-000-000-000,100-026700-06000-06400-0000-0000-000-000-000-000-000-000,269,,,,,,,,,,,,,,,,,,,,,,,,,,
33,217,South Coast,2,Orford River (Bute Inlet),Winter/Summer,,,,,900391500,900-3915-000-000-000-000-000-000-000-000-000-000,900-391500-00000-00000-0000-0000-000-000-000-000-000-000,267482,4,,In Decline,Extreme Conservation Concern,Wild,wild,,4082,5.22419,39.66832,1.67026,195.5381,13,424.9,1290.647,0,0.26883,Low,Natural,"Ungauged system, 5 km accessible length, low productivity, 
Channel instability, bank erosion, and sediment transport.","Some rehab and complexing has been done at a Fisheries and Oceans spawning channel
May have been some riparian work and road deactivation",Requires sensitive logging practices with particular emphasis on cut blocks on steep slopes in headwater reaches.,"Develop cost-effective system of monitoring steelhead stock abundance and timing plus habitat condition on a regular basis. 
Identify and prioritize recovery opportunities, initiate, complete, and evaluate results. 
Involve Homalco First Nation in developing a steelhead monitoring system. 
Improve ongoing habitat protection to minimize future restoration requirements and costs.
Check enrichment potential with water sampling","Very remote system for angler access - except by helicopter, winter access is difficult because of weather conditions in Bute Inlet. No routine surveys. Homalco hatchery operation near mouth - strong hatchery run of coho in 2001. Restoration potential lessened by high access costs.",Steelhead catch and release,
,219,,2,Pitt River,,,,,,,100-0267-000-000-000-000-000-000-000-000-000-000,100-026700-00000-00000-0000-0000-000-000-000-000-000-000,224,,,,,,,,,,,,,,,,,,,,,,,,,,
,256,,2,Potlatch Creek,,,,,,,900-1043-000-000-000-000-000-000-000-000-000-000,900-104300-00000-00000-0000-0000-000-000-000-000-000-000,265201,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,2,Powell River,,,,,,,900-2849-000-000-000-000-000-000-000-000-000-000,900-284900-00000-00000-0000-0000-000-000-000-000-000-000,266569,,,,,,,,,,,,,,,,,,,,,,,,,,
32,221,South Coast ,2,Quatam River (Ramsay Arm),Winter/Summer,,,,,900368900,900-3689-000-000-000-000-000-000-000-000-000-000,900-368900-00000-00000-0000-0000-000-000-000-000-000-000,267354,3,,In Decline,Extreme Conservation Concern,Wild,wild,,2174,14.60689,25.50412,1.31558,100.7562,13,158.14,930,0,0.20456,Low,Natural,"Has been heavily logged leading to channel instability, bank erosion, and sediment transport. Several active slides, intermittent logging operations. Two road-induced slides are contributing to sediment input and reduced channel complexity. Forest harvesting in 1950s, cutting second growth in valley bottom including alder (pending).","FRBC Riparian enhancement (March 2000), may be some road deactivation",Requires much improved logging practices with particular emphasis on road-building standards and cut blocks on steep (and unstable) slopes.,"Develop cost-effective system of monitoring steelhead stock abundance and timing plus habitat condition on a regular basis. 
Identify and prioritize recovery opportunities, initiate, complete, and evaluate results. 
Involve First Nation and PSF pilot in developing a steelhead monitoring system. 
Improve ongoing habitat protection to minimize future restoration requirements and costs.","Heli-angling out of Campbell River and Powell River. Last reported catch 1990, effort 1997.  Fishable length: medium -remote access by boat/float plane to camp at mouth, unimproved airstrip, limited access to main stem.  First Nations (Cortes Island) interest on Quatam. They have undertaken contract escapement estimates and some biophysical survey work at Phillips and Quatam. Escapements of all salmon species very depressed or not reported. Heavy fishing effort and catch in 1970s may have contributed significantly to a sharp decline in catch and effort that has never recovered.",Steelhead catch and release,
